Emp ID,Employee,Spy,Department,"Hiring Date, Salary & Bonus",Bonus,Current Status,City Emp ID,Extra columns,"mail.id, city, pin no & land no, Employment type, marital status, age, designation, gender "
EMP-378-A,donna   ,Sp  ,hr,08-07-2019  10000   500 ,500,On Leave    ,Tokyo     EMP-691-C ,,donna@gmail.com            tokyo       TOKYO     355314  WID-547   Part-Time     Single    46   Specialist          Female
EMP-337-C,john    ,Ma  ,LOGISTICS,29-02-2020  12000   300 ,300,On Leave    ,Delhi     EMP-808-A ,,john@gmail.com             delhi       DELHI     362443  WID-817   Hybrid        Married   39   Manager             Male
EMP-421-C,Michelle,An  ,LOGISTICS,03-07-2023  12000   500 ,300,Inactive    ,Paris     EMP-327-A ,###,michelle@gmail.com         paris       TOKYO     624371  WID-178   Part-Time     Married   25   Analyst             Female
EMP-854-A,Joseph  ,Ex  ,hr,09-03-2013  10000   300 ,500,Inactive    ,Paris     EMP-108-A ,###,joseph@gmail.com           paris       TOKYO     746132  WID-259   Part-Time     Married   33   Executive           Male
EMP-207-C,TYLER   ,Sp  ,LOGISTICS,15-05-2018  12000       ,500,Terminated  ,Tokyo     EMP-942-C ,RemoveMe,tyler@gmail.com            tokyo       MAH       167358  WID-629   Intern        Single    26   Specialist          Male
EMP-376-A,Nichole ,An  ,sales,22-06-2014  7000        ,1000$,Inactive    ,Tokyo     EMP-557-B ,###,nichole@gmail.com          tokyo       PARIS     577801  WID-495   Full-Time     Married   29   Analyst             Female
EMP-762-A,Bonnie  ,Sp  ,SALES,05-09-2010  7000    500 ,Two Hundred,Inactive    ,New York  EMP-182-B ,###,bonnie@gmail.com           new york    MAH       661339  WID-540   Full-Time     Married   32   Specialist          Female
EMP-253-C,diana   ,An  ,hr,12-01-2022  12000       ,Two Hundred,On Leave    ,New York  EMP-985-B ,RemoveMe,diana@gmail.com            new york    NY        583418  WID-734   Hybrid        Married   38   Analyst             Female
EMP-104-C,tiffany ,Sp  ,it,16-11-2011  7000    300 ,Two Hundred,Inactive    ,Paris     EMP-876-B ,###,tiffany@gmail.com          paris       NY        242808  WID-170   Part-Time     Married   41   Specialist          Female
EMP-663-A,YVONNE  ,An  ,finance,17-07-2023  10000   500 ,Two Hundred,Terminated  ,Mumbai    EMP-440-C ,Unnecessary,yvonne@gmail.com           mumbai      NY        361300  WID-165   On Home       Single    50   Analyst             Female
EMP-782-B,JOSHUA  ,An  ,hr,29-02-2016  10000   300 ,300,Terminated  ,Paris     EMP-718-A ,###,joshua@gmail.com           paris       NY        173301  WID-532   On Home       Married   50   Analyst             Male
EMP-541-C,Laura   ,Ex  ,finance,28-01-2011  12000   500 ,300,Inactive    ,Mumbai    EMP-988-A ,RemoveMe,laura@gmail.com            mumbai      MAH       743080  WID-930   Intern        Single    32   Executive           Female
EMP-884-C,luis    ,Ma  ,hr,28-07-2016  7000    300 ,Two Hundred,Terminated  ,Delhi     EMP-823-A ,,luis@gmail.com             delhi       MAH       323535  WID-560   On Home       Married   23   Manager             Male
EMP-600-A,Derrick ,Ma  ,LOGISTICS,06-09-2014  7000    300 ,Two Hundred,Inactive    ,New York  EMP-391-B ,Unnecessary,derrick@gmail.com          new york    MAH       945659  WID-567   Contract      Married   47   Manager             Male
EMP-764-A,Richard ,Ex  ,SALES,15-03-2024  10000   500 ,,Inactive    ,Delhi     EMP-657-A ,RemoveMe,richard@gmail.com          delhi       NY        434443  WID-670   Intern        Single    24   Executive           Male
EMP-112-B,Patricia,Sp  ,sales,18-08-2010  7000        ,,Inactive    ,New York  EMP-337-B ,,patricia@gmail.com         new york    NY        273274  WID-543   Contract      Married   22   Specialist          Female
EMP-753-C,BECKY   ,Ex  ,SALES,03-02-2020  12000   500 ,,Inactive    ,Tokyo     EMP-490-B ,,becky@gmail.com            tokyo       TOKYO     717959  WID-698   Full-Time     Married   34   Executive           Female
EMP-763-A,Matthew ,Ex  ,hr,22-08-2024  7000    300 ,500,Inactive    ,Tokyo     EMP-559-A ,Unnecessary,matthew@gmail.com          tokyo       PARIS     330916  WID-436   Part-Time     Single    43   Executive           Male
EMP-517-A,DEBORAH ,Ex  ,finance,17-06-2013  10000   300 ,1000$,Inactive    ,Mumbai    EMP-312-B ,RemoveMe,deborah@gmail.com          mumbai      DELHI     564009  WID-490   Hybrid        Married   47   Executive           Female
EMP-572-B,JILL    ,An  ,sales,18-09-2010  7000        ,Two Hundred,Inactive    ,Paris     EMP-582-A ,Unnecessary,jill@gmail.com             paris       MAH       256807  WID-641   Intern        Married   29   Analyst             Female
EMP-220-B,jessica ,Ex  ,sales,10-05-2018  7000    500 ,300,Terminated  ,New York  EMP-861-A ,RemoveMe,jessica@gmail.com          new york    DELHI     764058  WID-516   Part-Time     Single    42   Executive           Female
EMP-402-B,amanda  ,Sp  ,hr,10-07-2016  12000       ,Two Hundred,Terminated  ,Mumbai    EMP-765-A ,RemoveMe,amanda@gmail.com           mumbai      MAH       138326  WID-979   Intern        Married   46   Specialist          Female
EMP-479-C,karen   ,Sp  ,SALES,13-10-2024  7000        ,500,Inactive    ,Paris     EMP-581-A ,RemoveMe,karen@gmail.com            paris       TOKYO     801700  WID-162   Part-Time     Married   42   Specialist          Female
EMP-736-B,Justin  ,De  ,sales,16-05-2017  10000   500 ,,On Leave    ,Paris     EMP-907-B ,RemoveMe,justin@gmail.com           paris       MAH       404457  WID-142   On Home       Single    32   Developer           Male
EMP-823-A,Anthony ,De  ,finance,10-10-2011  10000       ,Two Hundred,Inactive    ,Delhi     EMP-206-A ,,anthony@gmail.com          delhi       PARIS     768605  WID-525   Intern        Single    35   Developer           Male
EMP-383-B,Destiny ,Ex  ,it,20-10-2020  12000       ,500,Inactive    ,New York  EMP-489-C ,Unnecessary,destiny@gmail.com          new york    PARIS     377407  WID-110   Contract      Married   50   Executive           Female
EMP-239-C,Kristen ,Ex  ,SALES,05-07-2011  12000       ,500,On Leave    ,Mumbai    EMP-968-A ,,kristen@gmail.com          mumbai      TOKYO     469360  WID-806   Part-Time     Married   32   Executive           Female
EMP-357-A,JESSICA ,De  ,hr,23-10-2014  7000    500 ,1000$,On Leave    ,Mumbai    EMP-368-B ,Unnecessary,jessica@gmail.com          mumbai      TOKYO     133317  WID-696   Hybrid        Married   30   Developer           Female
EMP-553-C,PAMELA  ,An  ,hr,12-02-2015  7000        ,1000$,Terminated  ,Mumbai    EMP-187-A ,RemoveMe,pamela@gmail.com           mumbai      DELHI     130341  WID-835   Full-Time     Single    38   Analyst             Female
EMP-399-B,David   ,De  ,sales,03-11-2018  12000       ,500,On Leave    ,New York  EMP-657-A ,###,david@gmail.com            new york    MAH       436035  WID-353   Contract      Married   23   Developer           Male
EMP-785-C,Cameron ,Ma  ,it,21-02-2021  10000   500 ,1000$,Terminated  ,Mumbai    EMP-568-B ,###,cameron@gmail.com          mumbai      MAH       235581  WID-957   Part-Time     Married   22   Manager             Male
EMP-764-A,CARRIE  ,De  ,finance,29-03-2025  10000       ,N/A,On Leave    ,Paris     EMP-474-C ,###,carrie@gmail.com           paris       NY        800224  WID-541   On Home       Married   40   Developer           Female
EMP-507-C,lisa    ,An  ,it,07-04-2011  12000   300 ,N/A,Terminated  ,Tokyo     EMP-479-B ,Unnecessary,lisa@gmail.com             tokyo       TOKYO     759757  WID-126   Contract      Married   44   Analyst             Female
EMP-865-A,David   ,De  ,hr,22-07-2021  12000   500 ,Two Hundred,On Leave    ,Paris     EMP-473-B ,,david@gmail.com            paris       TOKYO     823180  WID-176   Hybrid        Single    27   Developer           Male
EMP-378-A,Andrew  ,Ex  ,finance,23-01-2022  12000   500 ,,On Leave    ,New York  EMP-760-C ,###,andrew@gmail.com           new york    TOKYO     170360  WID-267   Full-Time     Married   25   Executive           Male
EMP-763-C,jonathon,De  ,finance,28-11-2017  12000   300 ,300,Terminated  ,Paris     EMP-252-A ,,jonathon@gmail.com         paris       PARIS     761310  WID-923   Part-Time     Single    37   Developer           Male
EMP-322-A,lauren  ,Ma  ,LOGISTICS,18-02-2011  12000   300 ,,Inactive    ,Tokyo     EMP-407-A ,,lauren@gmail.com           tokyo       MAH       858639  WID-293   On Home       Married   27   Manager             Female
EMP-200-C,Juan    ,Sp  ,it,19-04-2014  12000   500 ,500,On Leave    ,Mumbai    EMP-305-B ,RemoveMe,juan@gmail.com             mumbai      TOKYO     284578  WID-339   Contract      Single    24   Specialist          Male
EMP-215-C,antonio ,Sp  ,SALES,30-07-2022  10000   500 ,N/A,Terminated  ,Tokyo     EMP-696-C ,,antonio@gmail.com          tokyo       PARIS     365164  WID-162   On Home       Single    41   Specialist          Male
EMP-901-C,William ,Ex  ,sales,19-10-2014  7000    300 ,,Terminated  ,Paris     EMP-108-A ,,william@gmail.com          paris       NY        417303  WID-666   Hybrid        Single    47   Executive           Male
EMP-332-B,Alexis  ,De  ,finance,17-10-2024  10000   500 ,500,On Leave    ,Mumbai    EMP-715-C ,,alexis@gmail.com           mumbai      MAH       536218  WID-738   Intern        Single    39   Developer           Female
EMP-848-C,scott   ,Sp  ,finance,06-06-2016  12000       ,N/A,On Leave    ,Delhi     EMP-254-A ,,scott@gmail.com            delhi       DELHI     626910  WID-891   Part-Time     Single    28   Specialist          Male
EMP-209-B,JOSHUA  ,Sp  ,sales,07-03-2011  12000       ,Two Hundred,Inactive    ,Paris     EMP-135-A ,###,joshua@gmail.com           paris       TOKYO     653954  WID-732   Hybrid        Single    42   Specialist          Male
EMP-456-B,Lindsay ,Sp  ,hr,15-05-2016  12000   300 ,,Terminated  ,Mumbai    EMP-219-C ,RemoveMe,lindsay@gmail.com          mumbai      MAH       803281  WID-210   On Home       Single    24   Specialist          Female
EMP-764-A,brian   ,An  ,it,17-01-2019  10000   300 ,N/A,Inactive    ,Mumbai    EMP-552-A ,,brian@gmail.com            mumbai      DELHI     846087  WID-339   Intern        Married   31   Analyst             Male
EMP-133-A,JILL    ,Ex  ,SALES,11-02-2019  10000   300 ,1000$,Inactive    ,Tokyo     EMP-194-C ,,jill@gmail.com             tokyo       TOKYO     952639  WID-217   Hybrid        Married   32   Executive           Female
EMP-719-B,BILLY   ,Ex  ,it,21-11-2013  7000    500 ,1000$,On Leave    ,Mumbai    EMP-918-B ,Unnecessary,billy@gmail.com            mumbai      PARIS     368542  WID-706   Contract      Married   24   Executive           Male
EMP-113-C,erika   ,De  ,SALES,26-09-2016  7000    300 ,,Terminated  ,Paris     EMP-466-C ,###,erika@gmail.com            paris       MAH       965609  WID-980   On Home       Married   24   Developer           Female
EMP-964-C,RONALD  ,Ma  ,LOGISTICS,02-01-2022  10000       ,300,On Leave    ,New York  EMP-845-A ,Unnecessary,ronald@gmail.com           new york    TOKYO     560841  WID-195   On Home       Single    46   Manager             Male
EMP-205-A,Jason   ,De  ,LOGISTICS,04-05-2021  12000       ,500,On Leave    ,Delhi     EMP-508-B ,Unnecessary,jason@gmail.com            delhi       NY        522150  WID-123   Full-Time     Married   30   Developer           Male
EMP-438-B,Jessica ,Ex  ,LOGISTICS,28-03-2015  10000   300 ,1000$,Inactive    ,Mumbai    EMP-323-C ,,jessica@gmail.com          mumbai      MAH       814276  WID-572   Full-Time     Single    45   Executive           Female
EMP-759-A,CHARLES ,De  ,LOGISTICS,23-12-2015  7000    500 ,N/A,On Leave    ,Paris     EMP-672-B ,Unnecessary,charles@gmail.com          paris       DELHI     985396  WID-302   Part-Time     Single    28   Developer           Male
EMP-887-A,lisa    ,De  ,it,19-07-2016  7000    500 ,300,Terminated  ,Paris     EMP-810-C ,###,lisa@gmail.com             paris       TOKYO     728913  WID-665   Part-Time     Single    32   Developer           Female
EMP-266-B,FRANCES ,An  ,LOGISTICS,13-05-2017  10000   500 ,,Terminated  ,Tokyo     EMP-802-B ,###,frances@gmail.com          tokyo       MAH       218037  WID-663   Contract      Married   49   Analyst             Female
EMP-699-B,Steven  ,Ma  ,SALES,17-10-2016  10000       ,,On Leave    ,Paris     EMP-982-A ,Unnecessary,steven@gmail.com           paris       TOKYO     316207  WID-896   Part-Time     Married   39   Manager             Male
EMP-165-C,john    ,Ex  ,hr,04-06-2015  10000   500 ,300,On Leave    ,Mumbai    EMP-117-A ,RemoveMe,john@gmail.com             mumbai      TOKYO     481778  WID-364   On Home       Single    36   Executive           Male
EMP-337-C,lisa    ,An  ,hr,23-02-2013  7000    300 ,,Terminated  ,New York  EMP-200-B ,Unnecessary,lisa@gmail.com             new york    PARIS     339059  WID-336   Intern        Single    34   Analyst             Female
EMP-548-C,isabella,Ex  ,SALES,15-05-2015  12000   500 ,,Inactive    ,New York  EMP-509-A ,,isabella@gmail.com         new york    NY        637784  WID-224   Contract      Married   22   Executive           Female
EMP-813-A,Timothy ,Sp  ,LOGISTICS,23-06-2020  12000   300 ,300,On Leave    ,Paris     EMP-282-C ,###,timothy@gmail.com          paris       NY        497666  WID-215   On Home       Married   44   Specialist          Male
EMP-305-B,alexander,De  ,SALES,12-10-2020  7000    300 ,Two Hundred,On Leave    ,Delhi     EMP-495-A ,###,alexander@gmail.com        delhi       PARIS     737085  WID-980   Part-Time     Married   38   Developer           Male
EMP-529-B,Christine,Sp  ,SALES,30-09-2015  12000   300 ,300,Terminated  ,Paris     EMP-488-B ,RemoveMe,christine@gmail.com        paris       PARIS     631163  WID-364   Part-Time     Married   34   Specialist          Female
EMP-743-A,jorge   ,Ma  ,LOGISTICS,15-09-2023  10000   500 ,1000$,Terminated  ,Delhi     EMP-397-C ,,jorge@gmail.com            delhi       MAH       694125  WID-379   On Home       Married   49   Manager             Male
EMP-813-B,natalie ,Ma  ,hr,01-10-2023  7000    500 ,300,On Leave    ,Delhi     EMP-194-C ,###,natalie@gmail.com          delhi       DELHI     257114  WID-523   On Home       Single    46   Manager             Female
EMP-356-A,Lauren  ,Sp  ,it,09-04-2016  10000       ,Two Hundred,Inactive    ,Mumbai    EMP-767-C ,,lauren@gmail.com           mumbai      DELHI     661071  WID-884   Intern        Single    29   Specialist          Female
EMP-794-C,Todd    ,De  ,hr,12-11-2016  10000       ,500,On Leave    ,Tokyo     EMP-364-A ,,todd@gmail.com             tokyo       MAH       134756  WID-899   On Home       Single    33   Developer           Male
EMP-981-C,RONALD  ,Sp  ,hr,22-12-2010  7000        ,500,On Leave    ,Mumbai    EMP-935-C ,,ronald@gmail.com           mumbai      PARIS     952441  WID-743   Contract      Married   37   Specialist          Male
EMP-418-A,MATTHEW ,Ex  ,it,21-12-2012  10000   300 ,1000$,Terminated  ,Tokyo     EMP-829-C ,,matthew@gmail.com          tokyo       PARIS     472663  WID-690   Contract      Single    41   Executive           Male
EMP-722-B,Jane    ,De  ,finance,19-06-2021  12000       ,N/A,Inactive    ,Paris     EMP-241-A ,RemoveMe,jane@gmail.com             paris       PARIS     985774  WID-859   On Home       Married   33   Developer           Female
EMP-739-B,blake   ,Ex  ,sales,26-09-2011  12000   500 ,1000$,Inactive    ,Delhi     EMP-214-B ,RemoveMe,blake@gmail.com            delhi       DELHI     384061  WID-860   On Home       Single    28   Executive           Male
EMP-269-C,Tina    ,Sp  ,SALES,29-03-2014  12000   300 ,N/A,Inactive    ,Mumbai    EMP-420-C ,,tina@gmail.com             mumbai      MAH       270190  WID-220   Intern        Single    48   Specialist          Female
EMP-184-B,Krystal ,An  ,LOGISTICS,11-03-2020  12000   300 ,,Terminated  ,Delhi     EMP-154-A ,RemoveMe,krystal@gmail.com          delhi       DELHI     816269  WID-555   Full-Time     Married   26   Analyst             Female
EMP-151-B,lorraine,Ma  ,hr,27-11-2022  12000   500 ,300,Inactive    ,Mumbai    EMP-976-B ,,lorraine@gmail.com         mumbai      DELHI     832798  WID-994   Hybrid        Married   24   Manager             Female
EMP-558-A,Jason   ,Sp  ,sales,21-11-2022  10000   300 ,500,Inactive    ,Paris     EMP-906-C ,RemoveMe,jason@gmail.com            paris       MAH       660857  WID-306   On Home       Single    43   Specialist          Male
EMP-482-B,barbara ,An  ,hr,13-05-2025  10000       ,500,Inactive    ,Delhi     EMP-149-A ,,barbara@gmail.com          delhi       MAH       845511  WID-524   Contract      Married   36   Analyst             Female
EMP-315-B,JOSEPH  ,An  ,hr,18-04-2011  12000       ,300,Inactive    ,Mumbai    EMP-955-C ,RemoveMe,joseph@gmail.com           mumbai      DELHI     723396  WID-986   Intern        Single    47   Analyst             Male
EMP-251-A,Lawrence,De  ,it,20-08-2021  10000   500 ,500,Inactive    ,Tokyo     EMP-218-B ,Unnecessary,lawrence@gmail.com         tokyo       DELHI     500372  WID-222   Full-Time     Married   30   Developer           Male
EMP-709-A,Joseph  ,Ex  ,hr,03-12-2017  10000   300 ,500,On Leave    ,Tokyo     EMP-471-B ,###,joseph@gmail.com           tokyo       NY        952841  WID-276   On Home       Married   45   Executive           Male
EMP-547-B,EVAN    ,De  ,finance,26-09-2013  12000   300 ,,Terminated  ,Tokyo     EMP-569-A ,Unnecessary,evan@gmail.com             tokyo       NY        354018  WID-157   Intern        Single    32   Developer           Male
EMP-853-C,SARA    ,Ma  ,finance,29-05-2015  10000       ,,Inactive    ,Tokyo     EMP-663-A ,Unnecessary,sara@gmail.com             tokyo       DELHI     163336  WID-873   Part-Time     Married   40   Manager             Female
EMP-513-B,susan   ,Ex  ,SALES,05-01-2016  10000   300 ,,Inactive    ,New York  EMP-836-A ,,susan@gmail.com            new york    PARIS     422373  WID-662   Part-Time     Married   35   Executive           Female
EMP-181-B,DAVID   ,Ma  ,hr,24-06-2023  7000    300 ,500,On Leave    ,New York  EMP-951-C ,,david@gmail.com            new york    DELHI     645455  WID-707   Full-Time     Married   37   Manager             Male
EMP-194-C,Vanessa ,An  ,it,07-05-2014  10000       ,300,On Leave    ,Mumbai    EMP-610-C ,###,vanessa@gmail.com          mumbai      DELHI     722715  WID-135   Hybrid        Single    30   Analyst             Female
EMP-362-C,joy     ,An  ,sales,24-02-2023  10000       ,,Terminated  ,New York  EMP-730-B ,,joy@gmail.com              new york    MAH       382089  WID-455   Full-Time     Married   49   Analyst             Female
EMP-344-C,valerie ,Ex  ,hr,18-03-2022  12000   300 ,,Terminated  ,New York  EMP-469-C ,###,valerie@gmail.com          new york    NY        714443  WID-382   Full-Time     Single    36   Executive           Female
EMP-630-C,daisy   ,Sp  ,SALES,20-11-2022  7000    300 ,,On Leave    ,Delhi     EMP-414-B ,,daisy@gmail.com            delhi       MAH       288273  WID-883   Part-Time     Single    35   Specialist          Female
EMP-426-A,TYLER   ,Ex  ,hr,24-05-2017  7000    300 ,300,Inactive    ,New York  EMP-453-A ,RemoveMe,tyler@gmail.com            new york    PARIS     850515  WID-480   Intern        Single    41   Executive           Male
EMP-476-C,heidi   ,De  ,sales,29-05-2016  10000   500 ,N/A,On Leave    ,Paris     EMP-543-C ,Unnecessary,heidi@gmail.com            paris       DELHI     880802  WID-451   Part-Time     Single    34   Developer           Female
EMP-652-B,KRISTINA,Sp  ,it,21-09-2011  7000        ,300,Inactive    ,Tokyo     EMP-593-C ,,kristina@gmail.com         tokyo       MAH       475558  WID-688   Hybrid        Single    47   Specialist          Female
EMP-528-A,Suzanne ,An  ,finance,14-07-2021  7000    300 ,1000$,On Leave    ,Mumbai    EMP-604-B ,RemoveMe,suzanne@gmail.com          mumbai      MAH       472194  WID-336   Part-Time     Married   39   Analyst             Female
EMP-891-C,John    ,De  ,it,04-05-2014  7000    300 ,1000$,On Leave    ,Mumbai    EMP-790-A ,,john@gmail.com             mumbai      NY        949255  WID-290   Contract      Single    29   Developer           Male
EMP-475-B,Joann   ,Ma  ,sales,18-07-2017  7000        ,500,Inactive    ,Tokyo     EMP-245-C ,RemoveMe,joann@gmail.com            tokyo       PARIS     111681  WID-312   Contract      Single    36   Manager             Female
EMP-210-B,DAVID   ,Ex  ,sales,02-07-2024  10000   500 ,Two Hundred,Inactive    ,Delhi     EMP-930-C ,Unnecessary,david@gmail.com            delhi       TOKYO     903254  WID-315   Hybrid        Married   42   Executive           Male
EMP-960-A,ronald  ,An  ,LOGISTICS,20-07-2012  12000       ,300,Inactive    ,Delhi     EMP-575-A ,,ronald@gmail.com           delhi       PARIS     600714  WID-550   Full-Time     Married   25   Analyst             Male
EMP-523-A,Tammy   ,De  ,SALES,03-08-2014  7000    500 ,300,Terminated  ,Paris     EMP-414-B ,Unnecessary,tammy@gmail.com            paris       PARIS     798024  WID-845   On Home       Single    37   Developer           Female
EMP-922-B,Paula   ,De  ,finance,09-05-2017  7000        ,Two Hundred,Terminated  ,Delhi     EMP-311-C ,###,paula@gmail.com            delhi       PARIS     549499  WID-248   On Home       Married   41   Developer           Female
EMP-245-A,michael ,An  ,it,30-09-2021  12000       ,N/A,Inactive    ,Mumbai    EMP-138-A ,RemoveMe,michael@gmail.com          mumbai      TOKYO     328267  WID-717   Intern        Married   38   Analyst             Male
EMP-778-B,Charles ,Ma  ,SALES,06-11-2014  10000   500 ,500,On Leave    ,Mumbai    EMP-708-C ,RemoveMe,charles@gmail.com          mumbai      DELHI     184617  WID-483   Hybrid        Married   46   Manager             Male
EMP-781-A,robert  ,De  ,LOGISTICS,25-03-2016  12000   500 ,,Terminated  ,New York  EMP-514-C ,Unnecessary,robert@gmail.com           new york    TOKYO     412123  WID-787   Full-Time     Married   29   Developer           Male
EMP-941-A,emily   ,Sp  ,hr,22-10-2011  12000       ,,Inactive    ,Tokyo     EMP-538-A ,,emily@gmail.com            tokyo       TOKYO     866208  WID-245   Hybrid        Married   24   Specialist          Female
EMP-293-B,Jason   ,Ex  ,it,05-01-2019  10000       ,N/A,Terminated  ,Mumbai    EMP-490-A ,,jason@gmail.com            mumbai      NY        519892  WID-256   Full-Time     Married   46   Executive           Male
EMP-206-A,victoria,An  ,sales,21-03-2020  12000   500 ,300,Inactive    ,New York  EMP-710-C ,Unnecessary,victoria@gmail.com         new york    MAH       310829  WID-363   Hybrid        Married   22   Analyst             Female
EMP-626-B,Kathleen,De  ,it,01-06-2025  7000    300 ,Two Hundred,Terminated  ,New York  EMP-303-A ,,kathleen@gmail.com         new york    PARIS     256884  WID-581   Full-Time     Married   23   Developer           Female
EMP-515-C,Raymond ,De  ,sales,24-06-2013  12000   500 ,500,On Leave    ,New York  EMP-326-C ,RemoveMe,raymond@gmail.com          new york    NY        933334  WID-860   Part-Time     Married   43   Developer           Male
EMP-820-B,Shawn   ,Ex  ,LOGISTICS,07-09-2010  12000   300 ,N/A,Inactive    ,Mumbai    EMP-617-B ,,shawn@gmail.com            mumbai      PARIS     799957  WID-374   Hybrid        Single    35   Executive           Male
EMP-785-A,CHRISTOPHER,Ma  ,it,17-07-2017  12000       ,300,On Leave    ,Tokyo     EMP-409-C ,###,christopher@gmail.com      tokyo       DELHI     884114  WID-631   Intern        Married   22   Manager             Male
EMP-506-C,Dennis  ,De  ,it,09-11-2019  12000   500 ,,Terminated  ,Paris     EMP-892-C ,RemoveMe,dennis@gmail.com           paris       NY        474765  WID-684   On Home       Single    38   Developer           Male
EMP-913-B,MICHELLE,De  ,sales,31-05-2018  10000       ,1000$,On Leave    ,Tokyo     EMP-713-A ,Unnecessary,michelle@gmail.com         tokyo       DELHI     794006  WID-607   Full-Time     Married   43   Developer           Female
EMP-722-C,PATRICK ,Sp  ,SALES,27-07-2012  10000   300 ,N/A,Terminated  ,Mumbai    EMP-528-B ,,patrick@gmail.com          mumbai      PARIS     345166  WID-688   Contract      Married   44   Specialist          Male
EMP-401-B,Sean    ,Ex  ,LOGISTICS,09-08-2024  7000        ,N/A,Inactive    ,Tokyo     EMP-775-B ,Unnecessary,sean@gmail.com             tokyo       DELHI     563997  WID-498   Intern        Married   28   Executive           Male
EMP-933-C,jessica ,An  ,it,27-02-2022  10000   300 ,Two Hundred,Inactive    ,Tokyo     EMP-342-B ,,jessica@gmail.com          tokyo       TOKYO     959214  WID-380   Part-Time     Married   41   Analyst             Female
EMP-414-C,Carol   ,An  ,it,30-08-2011  7000        ,1000$,On Leave    ,New York  EMP-864-B ,Unnecessary,carol@gmail.com            new york    MAH       698368  WID-159   Part-Time     Single    49   Analyst             Female
EMP-145-C,brandi  ,Ex  ,sales,02-03-2025  12000   500 ,300,Terminated  ,Mumbai    EMP-893-A ,,brandi@gmail.com           mumbai      PARIS     217543  WID-466   Contract      Married   27   Executive           Female
EMP-841-B,Joseph  ,De  ,LOGISTICS,08-01-2017  7000    500 ,300,On Leave    ,Mumbai    EMP-562-A ,RemoveMe,joseph@gmail.com           mumbai      TOKYO     425416  WID-105   Hybrid        Single    49   Developer           Male
EMP-480-A,sue     ,Ma  ,LOGISTICS,12-06-2016  10000   500 ,500,Terminated  ,Tokyo     EMP-317-B ,,sue@gmail.com              tokyo       DELHI     870341  WID-512   Contract      Married   35   Manager             Female
EMP-851-B,cameron ,Ex  ,SALES,11-04-2022  12000   500 ,500,On Leave    ,Delhi     EMP-145-A ,###,cameron@gmail.com          delhi       PARIS     678026  WID-844   Hybrid        Married   33   Executive           Male
EMP-444-C,Justin  ,Ma  ,sales,14-07-2022  7000    500 ,500,On Leave    ,Paris     EMP-421-C ,###,justin@gmail.com           paris       DELHI     986143  WID-716   Part-Time     Single    26   Manager             Male
EMP-146-A,ELAINE  ,Ex  ,LOGISTICS,24-02-2016  12000   500 ,N/A,Inactive    ,Paris     EMP-867-A ,Unnecessary,elaine@gmail.com           paris       PARIS     996095  WID-884   Full-Time     Single    47   Executive           Female
EMP-700-B,Steven  ,Ma  ,SALES,23-02-2016  7000        ,300,On Leave    ,Delhi     EMP-976-B ,RemoveMe,steven@gmail.com           delhi       MAH       492987  WID-930   Contract      Married   24   Manager             Male
EMP-219-C,Leslie  ,An  ,hr,28-11-2020  12000       ,500,Terminated  ,Tokyo     EMP-889-C ,Unnecessary,leslie@gmail.com           tokyo       TOKYO     137939  WID-218   Part-Time     Married   33   Analyst             Female
EMP-383-A,ASHLEY  ,Ma  ,SALES,15-09-2022  7000        ,N/A,Inactive    ,Tokyo     EMP-953-C ,,ashley@gmail.com           tokyo       MAH       933569  WID-521   Hybrid        Married   35   Manager             Female
EMP-292-C,andrew  ,An  ,LOGISTICS,27-12-2022  12000       ,,On Leave    ,Paris     EMP-251-C ,Unnecessary,andrew@gmail.com           paris       TOKYO     988639  WID-971   Part-Time     Single    47   Analyst             Male
EMP-910-C,thomas  ,An  ,hr,21-01-2018  7000    500 ,Two Hundred,Terminated  ,Delhi     EMP-705-A ,,thomas@gmail.com           delhi       MAH       470162  WID-312   Part-Time     Single    40   Analyst             Male
EMP-955-B,THOMAS  ,Sp  ,hr,24-02-2021  10000       ,N/A,On Leave    ,Delhi     EMP-589-C ,###,thomas@gmail.com           delhi       MAH       465697  WID-174   Intern        Married   39   Specialist          Male
EMP-256-B,Jerry   ,Sp  ,SALES,15-08-2024  10000       ,500,Inactive    ,Delhi     EMP-509-A ,,jerry@gmail.com            delhi       NY        855829  WID-169   On Home       Single    26   Specialist          Male
EMP-406-C,JEFFREY ,An  ,SALES,23-04-2023  7000    300 ,1000$,Terminated  ,Delhi     EMP-425-B ,RemoveMe,jeffrey@gmail.com          delhi       NY        552588  WID-789   Full-Time     Single    39   Analyst             Male
EMP-780-A,John    ,Ma  ,sales,16-09-2012  7000    300 ,500,Inactive    ,Mumbai    EMP-995-C ,RemoveMe,john@gmail.com             mumbai      MAH       440311  WID-729   Hybrid        Single    27   Manager             Male
EMP-585-C,Morgan  ,Ma  ,finance,24-09-2022  12000   500 ,300,Terminated  ,Mumbai    EMP-217-B ,,morgan@gmail.com           mumbai      MAH       790073  WID-935   On Home       Married   39   Manager             Female
EMP-590-C,Ralph   ,Ma  ,sales,15-05-2024  7000    300 ,300,Inactive    ,New York  EMP-149-B ,Unnecessary,ralph@gmail.com            new york    TOKYO     247830  WID-467   Full-Time     Married   24   Manager             Male
